"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"116","tt0115734","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Bottle Rocket","Feature Film","Wes Anderson","5","7.1","91","1996","comedy, crime, drama","53844","1996-02-21","http://www.imdb.com/title/tt0115734/"
"117","tt0117628","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","She's the One","Feature Film","Edward Burns","","6.1","96","1996","comedy, drama, romance","13850","1996-08-23","http://www.imdb.com/title/tt0117628/"
"118","tt0081283","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Ordinary People","Feature Film","Robert Redford","","7.8","124","1980","drama","34782","1980-09-19","http://www.imdb.com/title/tt0081283/"
"119","tt0119051","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Edge","Feature Film","Lee Tamahori","9","6.9","117","1997","action, adventure, drama, thriller","55368","1997-09-06","http://www.imdb.com/title/tt0119051/"
"120","tt0301470","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Jeepers Creepers II","Feature Film","Victor Salva","","5.5","104","2003","horror","44531","2003-08-08","http://www.imdb.com/title/tt0301470/"
"121","tt0367085","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Soul Plane","Feature Film","Jessy Terrero","","4.4","86","2004","comedy","18135","2004-05-28","http://www.imdb.com/title/tt0367085/"
"122","tt0838232","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Pink Panther 2","Feature Film","Harald Zwart","","5.5","92","2009","adventure, comedy, crime, family, mystery","32613","2009-01-24","http://www.imdb.com/title/tt0838232/"
"123","tt0119349","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Ice Storm","Feature Film","Ang Lee","","7.5","112","1997","drama","46113","1997-05-12","http://www.imdb.com/title/tt0119349/"
"124","tt0102388","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Man in the Moon","Feature Film","Robert Mulligan","","7.5","99","1991","drama, romance","11884","1991-08-30","http://www.imdb.com/title/tt0102388/"
"125","tt0070903","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Way We Were","Feature Film","Sydney Pollack","","7.1","118","1973","drama, romance","16101","1973-10-16","http://www.imdb.com/title/tt0070903/"
"126","tt0082418","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Friday the 13th Part 2","Feature Film","Steve Miner","5","6.1","87","1981","horror, mystery, thriller","39083","1981-04-27","http://www.imdb.com/title/tt0082418/"
"127","tt0093565","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Moonstruck","Feature Film","Norman Jewison","","7.1","102","1987","comedy, drama, romance","35119","1987-12-01","http://www.imdb.com/title/tt0093565/"
"128","tt0107978","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","RoboCop 3","Feature Film","Fred Dekker","","3.9","104","1993","action, crime, sci_fi, thriller","34586","1993-05-01","http://www.imdb.com/title/tt0107978/"
"129","tt0358135","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Shall We Dance","Feature Film","Peter Chelsom","","6.1","106","2004","comedy, drama, romance","35217","2004-10-15","http://www.imdb.com/title/tt0358135/"
"130","tt1772271","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","3, 2, 1... Frankie Go Boom","Feature Film","Jordan Roberts","","6.0","89","2012","comedy","4018","2012-03-10","http://www.imdb.com/title/tt1772271/"
"131","tt0434124","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Kinky Boots","Feature Film","Julian Jarrold","","7.1","107","2005","comedy, drama, music","13699","2005-10-07","http://www.imdb.com/title/tt0434124/"
"132","tt0178737","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Mansfield Park","Feature Film","Patricia Rozema","","7.1","112","1999","comedy, drama, romance","16177","1999-08-27","http://www.imdb.com/title/tt0178737/"
"133","tt0109190","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Baby's Day Out","Feature Film","Patrick Read Johnson","","5.9","99","1994","adventure, comedy, crime, drama, family","32668","1994-07-01","http://www.imdb.com/title/tt0109190/"
"134","tt2326612","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Captive","Feature Film","Atom Egoyan","","5.9","112","2014","crime, drama, mystery, thriller","18401","2014-05-16","http://www.imdb.com/title/tt2326612/"
"135","tt0078767","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Amityville Horror","Feature Film","Stuart Rosenberg","6","6.2","117","1979","drama, horror","27329","1979-07-27","http://www.imdb.com/title/tt0078767/"
"136","tt0084945","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Zapped!","Feature Film","Robert J. Rosenthal","","4.8","98","1982","comedy, fantasy, sci_fi","4615","1982-09-03","http://www.imdb.com/title/tt0084945/"
"137","tt0119896","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Picture Perfect","Feature Film","Glenn Gordon Caron","","5.5","105","1997","comedy, drama, romance","15540","1997-04-17","http://www.imdb.com/title/tt0119896/"
"138","tt0180734","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Hard Ball","Feature Film","Brian Robbins","","6.3","106","2001","drama, sport","22463","2001-09-10","http://www.imdb.com/title/tt0180734/"
"139","tt0083972","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Friday the 13th Part III","Feature Film","Steve Miner","","5.7","95","1982","horror, thriller","31439","1982-08-13","http://www.imdb.com/title/tt0083972/"
"140","tt0080365","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","American Gigolo","Feature Film","Paul Schrader","4","6.2","117","1980","crime, drama, mystery, romance, thriller","15881","1980-02-01","http://www.imdb.com/title/tt0080365/"
"141","tt1049405","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","The Other End of the Line","Feature Film","James Dodson","","6.2","106","2008","comedy, drama, romance","4762","2008-10-31","http://www.imdb.com/title/tt1049405/"
"142","tt0098519","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Troop Beverly Hills","Feature Film","Jeff Kanew","","5.5","105","1989","adventure, comedy","7391","1989-03-24","http://www.imdb.com/title/tt0098519/"
"143","tt0470000","Wed Feb 25 14:42:27 2015","Wed Feb 25 14:42:27 2015","","Wicked Little Things","Feature Film","J.S. Cardone","","5.1","94","2006","drama, fantasy, horror","6950","2006-11-17","http://www.imdb.com/title/tt0470000/"
"144","tt0095304","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","High Spirits","Feature Film","Neil Jordan","","5.7","99","1988","comedy, fantasy, horror, romance","6370","1988-11-18","http://www.imdb.com/title/tt0095304/"
"145","tt0080339","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Airplane!","Feature Film","Jim Abrahams, David Zucker","8","7.8","88","1980","comedy","158301","1980-07-02","http://www.imdb.com/title/tt0080339/"
"146","tt0117509","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Romeo + Juliet","Feature Film","Baz Luhrmann","5","6.8","120","1996","drama, romance","166271","1996-10-27","http://www.imdb.com/title/tt0117509/"
"147","tt0077631","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Grease","Feature Film","Randal Kleiser","6","7.2","110","1978","musical, romance","167691","1978-06-13","http://www.imdb.com/title/tt0077631/"
"148","tt0211915","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Amélie","Feature Film","Jean-Pierre Jeunet","3","8.4","122","2001","comedy, romance","527202","2001-04-25","http://www.imdb.com/title/tt0211915/"
"149","tt0159365","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Cold Mountain","Feature Film","Anthony Minghella","7","7.2","154","2003","adventure, drama, history, romance, war","117662","2003-12-25","http://www.imdb.com/title/tt0159365/"
"150","tt0118799","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Life Is Beautiful","Feature Film","Roberto Benigni","4","8.6","116","1997","comedy, drama, romance, war","412899","1997-12-20","http://www.imdb.com/title/tt0118799/"
"151","tt0118842","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Chasing Amy","Feature Film","Kevin Smith","7","7.4","113","1997","comedy, drama, romance","113065","1997-01-23","http://www.imdb.com/title/tt0118842/"
"152","tt0116695","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Jerry Maguire","Feature Film","Cameron Crowe","8","7.3","139","1996","comedy, drama, romance, sport","188111","1996-12-06","http://www.imdb.com/title/tt0116695/"
"153","tt0386588","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Hitch","Feature Film","Andy Tennant","5","6.6","118","2005","comedy, romance","242700","2005-02-10","http://www.imdb.com/title/tt0386588/"
"154","tt0497465","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Vicky Cristina Barcelona","Feature Film","Woody Allen","5","7.2","96","2008","drama, romance","196104","2008-05-17","http://www.imdb.com/title/tt0497465/"
"155","tt0889573","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Switch","Feature Film","Josh Gordon, Will Speck","","6.1","101","2010","comedy, drama, romance","77095","2010-08-19","http://www.imdb.com/title/tt0889573/"
"156","tt0976051","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Reader","Feature Film","Stephen Daldry","7","7.6","124","2008","drama, romance","188140","2008-12-10","http://www.imdb.com/title/tt0976051/"
"157","tt0114388","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Sense and Sensibility","Feature Film","Ang Lee","5","7.7","136","1995","drama, romance","77554","1995-12-13","http://www.imdb.com/title/tt0114388/"
"158","tt0110322","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Legends of the Fall","Feature Film","Edward Zwick","10","7.5","133","1994","drama, romance, war, western","111025","1994-12-23","http://www.imdb.com/title/tt0110322/"
"159","tt0087277","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Footloose","Feature Film","Herbert Ross","6","6.5","107","1984","drama, music, romance","50639","1984-02-17","http://www.imdb.com/title/tt0087277/"
"160","tt0160862","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","She's All That","Feature Film","Robert Iscove","","5.8","95","1999","comedy, romance","66433","1999-01-29","http://www.imdb.com/title/tt0160862/"
"161","tt0091042","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Ferris Bueller's Day Off","Feature Film","John Hughes","9","7.9","103","1986","comedy","240673","1986-06-11","http://www.imdb.com/title/tt0091042/"
"162","tt0102057","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Hook","Feature Film","Steven Spielberg","6","6.7","142","1991","adventure, comedy, family, fantasy","180965","1991-12-08","http://www.imdb.com/title/tt0102057/"
"163","tt0103064","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Terminator 2: Judgment Day","Feature Film","James Cameron","8","8.5","137","1991","action, sci_fi","735102","1991-07-01","http://www.imdb.com/title/tt0103064/"
"164","tt0970179","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Hugo","Feature Film","Martin Scorsese","5","7.5","126","2011","adventure, drama, family, mystery","243025","2011-10-10","http://www.imdb.com/title/tt0970179/"
"165","tt0101272","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Addams Family","Feature Film","Barry Sonnenfeld","4","6.8","99","1991","comedy, fantasy","95556","1991-11-22","http://www.imdb.com/title/tt0101272/"
"166","tt0449467","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Babel","Feature Film","Alejandro González Iñárritu","7","7.5","143","2006","drama","242101","2006-05-23","http://www.imdb.com/title/tt0449467/"
"167","tt1971352","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Compliance","Feature Film","Craig Zobel","5","6.4","90","2012","biography, crime, drama, thriller","24384","2012-01-21","http://www.imdb.com/title/tt1971352/"
"168","tt2105044","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","V/H/S","Feature Film","Matt Bettinelli-Olpin, David Bruckner","","5.8","116","2012","fantasy, horror","43236","2012-01-22","http://www.imdb.com/title/tt2105044/"
"169","tt0092991","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Evil Dead II","Feature Film","Sam Raimi","","7.8","84","1987","comedy, fantasy, horror, thriller","111961","1987-03-13","http://www.imdb.com/title/tt0092991/"
"170","tt0087538","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Karate Kid","Feature Film","John G. Avildsen","6","7.2","126","1984","action, drama, family, sport","124843","1984-06-22","http://www.imdb.com/title/tt0087538/"
"171","tt1456635","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Goon","Feature Film","Michael Dowse","8","6.8","92","2011","comedy, sport","69513","2011-09-10","http://www.imdb.com/title/tt1456635/"
"172","tt1341167","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Four Lions","Feature Film","Chris Morris","5","7.3","97","2010","comedy, crime, drama","55249","2010-01-23","http://www.imdb.com/title/tt1341167/"
"173","tt1028532","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Hachi: A Dog's Tale","Feature Film","Lasse Hallström","7","8.1","93","2009","drama, family","151230","2009-06-13","http://www.imdb.com/title/tt1028532/"
"174","tt0396171","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Perfume: The Story of a Murderer","Feature Film","Tom Tykwer","8","7.5","147","2006","crime, drama, fantasy","188755","2006-09-07","http://www.imdb.com/title/tt0396171/"
"175","tt0113497","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Jumanji","Feature Film","Joe Johnston","4","6.9","104","1995","adventure, family, fantasy, thriller","203905","1995-12-15","http://www.imdb.com/title/tt0113497/"
"176","tt0138704","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Pi","Feature Film","Darren Aronofsky","4","7.5","84","1998","drama, mystery, thriller","141493","1998-01","http://www.imdb.com/title/tt0138704/"
"177","tt0086960","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Beverly Hills Cop","Feature Film","Martin Brest","7","7.3","105","1984","action, comedy, crime","124910","1984-12-01","http://www.imdb.com/title/tt0086960/"
"178","tt0094898","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Coming to America","Feature Film","John Landis","7","6.9","116","1988","comedy, romance","118598","1988-06-29","http://www.imdb.com/title/tt0094898/"
"179","tt0164184","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Sum of All Fears","Feature Film","Phil Alden Robinson","6","6.4","124","2002","action, drama, thriller","85759","2002-05-29","http://www.imdb.com/title/tt0164184/"
"180","tt2025667","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Smiley","Feature Film","Michael J. Gallagher","","3.5","95","2012","comedy, horror","7067","2012-10-12","http://www.imdb.com/title/tt2025667/"
"181","tt1912398","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","God Bless America","Feature Film","Bobcat Goldthwait","8","7.3","105","2011","comedy, crime","59712","2011-09-09","http://www.imdb.com/title/tt1912398/"
"182","tt1703199","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Grave Encounters","Feature Film","The Vicious Brothers, The Vicious Brothers","","6.1","92","2011","horror","39812","2011-04-22","http://www.imdb.com/title/tt1703199/"
"183","tt1470827","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Monsters","Feature Film","Gareth Edwards","4","6.4","94","2010","drama, sci_fi","75054","2010-03-13","http://www.imdb.com/title/tt1470827/"
"184","tt0088258","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","This Is Spinal Tap","Feature Film","Rob Reiner","5","8.0","82","1984","comedy, music","104390","1984-03-02","http://www.imdb.com/title/tt0088258/"
"185","tt0086465","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Trading Places","Feature Film","John Landis","8","7.5","116","1983","comedy","101825","1983-06-08","http://www.imdb.com/title/tt0086465/"
"186","tt0088930","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Clue","Feature Film","Jonathan Lynn","","7.3","94","1985","comedy, crime, mystery, thriller","56817","1985-12-13","http://www.imdb.com/title/tt0088930/"
"187","tt0099371","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Days of Thunder","Feature Film","Tony Scott","6","5.9","107","1990","action, drama, sport","59855","1990-06-27","http://www.imdb.com/title/tt0099371/"
"188","tt0108160","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Sleepless in Seattle","Feature Film","Nora Ephron","5","6.8","105","1993","comedy, drama, romance","121175","1993-06-25","http://www.imdb.com/title/tt0108160/"
"189","tt0190332","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Crouching Tiger, Hidden Dragon","Feature Film","Ang Lee","6","7.9","120","2000","action, drama, romance","216247","2000-05-16","http://www.imdb.com/title/tt0190332/"
"190","tt0164334","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Along Came a Spider","Feature Film","Lee Tamahori","6","6.3","104","2001","crime, drama, thriller","58532","2001-04-02","http://www.imdb.com/title/tt0164334/"
"191","tt0253754","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Star Trek: Nemesis","Feature Film","Stuart Baird","6","6.4","116","2002","action, adventure, sci_fi, thriller","57533","2002-12-09","http://www.imdb.com/title/tt0253754/"
"192","tt0787475","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Hot Rod","Feature Film","Akiva Schaffer","4","6.7","88","2007","comedy","58821","2007-08-03","http://www.imdb.com/title/tt0787475/"
"193","tt1592281","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Take This Waltz","Feature Film","Sarah Polley","","6.6","116","2011","comedy, drama","22245","2011-09-10","http://www.imdb.com/title/tt1592281/"
"194","tt1703148","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Hunter","Feature Film","Daniel Nettheim","6","6.8","102","2011","adventure, drama, thriller","29887","2011-09-09","http://www.imdb.com/title/tt1703148/"
"195","tt0104348","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Glengarry Glen Ross","Feature Film","James Foley","6","7.8","100","1992","crime, drama, mystery","74851","1992-09-16","http://www.imdb.com/title/tt0104348/"
"196","tt0114694","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Tommy Boy","Feature Film","Peter Segal","9","7.0","97","1995","comedy","62226","1995-03-31","http://www.imdb.com/title/tt0114694/"
"197","tt0185937","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Blair Witch Project","Feature Film","Daniel Myrick, Eduardo Sanchez","5","6.4","81","1999","horror","184500","1999-01-25","http://www.imdb.com/title/tt0185937/"
"198","tt0274558","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Hours","Feature Film","Stephen Daldry","","7.6","114","2002","drama","101363","2002-12-18","http://www.imdb.com/title/tt0274558/"
"199","tt1181791","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Black Death","Feature Film","Christopher Smith","","6.4","102","2010","action, adventure, drama, history, horror, mystery","35316","2010-05-26","http://www.imdb.com/title/tt1181791/"
"200","tt1839654","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","The Magic of Belle Isle","Feature Film","Rob Reiner","","7.0","109","2012","comedy, drama","12537","2012-05-04","http://www.imdb.com/title/tt1839654/"
"201","tt0963743","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Angus, Thongs and Perfect Snogging","Feature Film","Gurinder Chadha","","6.4","100","2008","comedy, drama","19548","2008-07-25","http://www.imdb.com/title/tt0963743/"
"202","tt0082340","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Escape from New York","Feature Film","John Carpenter","8","7.2","99","1981","action, sci_fi","89598","1981-05-23","http://www.imdb.com/title/tt0082340/"
"203","tt0162650","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Shaft","Feature Film","John Singleton","","5.9","99","2000","action, crime, thriller","58021","2000-06-16","http://www.imdb.com/title/tt0162650/"
"204","tt0263488","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Jeepers Creepers","Feature Film","Victor Salva","6","6.1","90","2001","horror","85546","2001-07-20","http://www.imdb.com/title/tt0263488/"
"205","tt1612774","Wed Feb 25 14:42:28 2015","Wed Feb 25 14:42:28 2015","","Rubber","Feature Film","Quentin Dupieux","","5.8","82","2010","comedy, fantasy, horror","25733","2010-05-15","http://www.imdb.com/title/tt1612774/"
"206","tt0071577","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Great Gatsby","Feature Film","Jack Clayton","","6.4","144","1974","drama, romance","19199","1974-03-27","http://www.imdb.com/title/tt0071577/"
"207","tt0259711","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Vanilla Sky","Feature Film","Cameron Crowe","6","6.9","136","2001","fantasy, mystery, romance, sci_fi, thriller","205303","2001-12-10","http://www.imdb.com/title/tt0259711/"
"208","tt0112697","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Clueless","Feature Film","Amy Heckerling","3","6.8","97","1995","comedy, romance","121037","1995-07-19","http://www.imdb.com/title/tt0112697/"
"209","tt0091790","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Pretty in Pink","Feature Film","Howard Deutch","5","6.7","96","1986","comedy, drama, romance","54079","1986-02-28","http://www.imdb.com/title/tt0091790/"
"210","tt1175709","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","All Good Things","Feature Film","Andrew Jarecki","","6.3","101","2010","crime, drama, mystery, romance, thriller","40697","2010-11-05","http://www.imdb.com/title/tt1175709/"
"211","tt1139797","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Let the Right One In","Feature Film","Tomas Alfredson","8","8.0","115","2008","drama, horror, romance","171728","2008-01-26","http://www.imdb.com/title/tt1139797/"
"212","tt1588170","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","I Saw the Devil","Feature Film","Kim Jee-woon","","7.8","141","2010","action, crime, drama, horror, thriller","69775","2010-08-12","http://www.imdb.com/title/tt1588170/"
"213","tt1614989","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Headhunters","Feature Film","Morten Tyldum","4","7.6","100","2011","crime, drama, thriller","78468","2011-08-04","http://www.imdb.com/title/tt1614989/"
"214","tt0414852","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","District B13","Feature Film","Pierre Morel","2","7.2","84","2004","action, crime, thriller","55509","2004-11-10","http://www.imdb.com/title/tt0414852/"
"215","tt0468492","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Host","Feature Film","Joon Ho Bong","4","7.0","120","2006","drama, horror, sci_fi","68055","2006-05-21","http://www.imdb.com/title/tt0468492/"
"216","tt0082010","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","An American Werewolf in London","Feature Film","John Landis","7","7.6","97","1981","comedy, fantasy, horror","63511","1981-08-21","http://www.imdb.com/title/tt0082010/"
"217","tt1068641","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Burning Plain","Feature Film","Guillermo Arriaga","","6.9","107","2008","crime, drama, romance","15208","2008-08-29","http://www.imdb.com/title/tt1068641/"
"218","tt1103275","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Two Lovers","Feature Film","James Gray","","7.1","110","2008","drama, romance","29415","2008-05-19","http://www.imdb.com/title/tt1103275/"
"219","tt0082329","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Endless Love","Feature Film","Franco Zeffirelli","","4.7","116","1981","drama, romance","5395","1981-07-17","http://www.imdb.com/title/tt0082329/"
"220","tt0085244","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Big Chill","Feature Film","Lawrence Kasdan","","7.2","105","1983","comedy, drama","25474","1983-09-09","http://www.imdb.com/title/tt0085244/"
"221","tt0104009","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Cool World","Feature Film","Ralph Bakshi","","4.8","102","1992","animation, comedy, fantasy","16570","1992-07-10","http://www.imdb.com/title/tt0104009/"
"222","tt0089114","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Explorers","Feature Film","Joe Dante","","6.6","109","1985","adventure, comedy, family, romance, sci_fi","14271","1985-07-12","http://www.imdb.com/title/tt0089114/"
"223","tt0485601","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Secret of Kells","Feature Film","Tomm Moore, Nora Twomey","","7.7","75","2009","animation, adventure, family, fantasy","22381","2009-01-30","http://www.imdb.com/title/tt0485601/"
"224","tt0073802","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Three Days of the Condor","Feature Film","Sydney Pollack","7","7.5","117","1975","mystery, thriller","34973","1975-09-24","http://www.imdb.com/title/tt0073802/"
"225","tt0429573","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","An American Haunting","Feature Film","Courtney Solomon","","5.0","83","2005","horror, mystery, thriller","22086","2005-11-05","http://www.imdb.com/title/tt0429573/"
"226","tt1356864","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","I'm Still Here","Feature Film","Casey Affleck","","6.2","108","2010","comedy, drama, music","15374","2010-09-06","http://www.imdb.com/title/tt1356864/"
"227","tt1100119","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Shorts","Feature Film","Robert Rodriguez","","4.9","89","2009","comedy, family, fantasy","5267","2009-08-07","http://www.imdb.com/title/tt1100119/"
"228","tt0078111","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Pretty Baby","Feature Film","Louis Malle","","6.7","110","1978","drama","7233","1978-04-05","http://www.imdb.com/title/tt0078111/"
"229","tt0993846","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Wolf of Wall Street","Feature Film","Martin Scorsese","4","8.2","180","2013","biography, comedy, crime, drama","763118","2013-12-17","http://www.imdb.com/title/tt0993846/"
"230","tt0340855","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Monster","Feature Film","Patty Jenkins","6","7.3","109","2003","biography, crime, drama, thriller","104458","2003-11-16","http://www.imdb.com/title/tt0340855/"
"231","tt0308644","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","Finding Neverland","Feature Film","Marc Forster","7","7.8","106","2004","biography, drama, family","173586","2004-09-04","http://www.imdb.com/title/tt0308644/"
"232","tt0080678","Wed Feb 25 14:42:29 2015","Wed Feb 25 14:42:29 2015","","The Elephant Man","Feature Film","David Lynch","8","8.2","124","1980","biography, drama","160041","1980-10-03","http://www.imdb.com/title/tt0080678/"
